Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Españoles/Extranjeros;Edad (grupos quinquenales);Sexo;Periodo;Total
Total Nacional;02 Aragón;44 Teruel;Total;De 75 a 79 años  ;Total;1 de enero de 2016;5.689
Total Nacional;02 Aragón;44 Teruel;Total;De 75 a 79 años  ;Total;1 de enero de 2015;5.954
Total Nacional;02 Aragón;44 Teruel;Total;De 80 a 84 años  ;Total;1 de enero de 2022;4.414
Total Nacional;02 Aragón;44 Teruel;Total;De 80 a 84 años  ;Total;1 de enero de 2021;4.702
Total Nacional;02 Aragón;44 Teruel;Total;De 80 a 84 años  ;Total;1 de enero de 2020;4.890
Total Nacional;02 Aragón;44 Teruel;Total;De 80 a 84 años  ;Total;1 de enero de 2019;5.540
Total Nacional;02 Aragón;44 Teruel;Total;De 80 a 84 años  ;Total;1 de enero de 2018;6.152
Total Nacional;02 Aragón;44 Teruel;Total;De 80 a 84 años  ;Total;1 de enero de 2017;6.469
Total Nacional;02 Aragón;44 Teruel;Total;De 80 a 84 años  ;Total;1 de enero de 2016;6.680
Total Nacional;02 Aragón;44 Teruel;Total;De 80 a 84 años  ;Total;1 de enero de 2015;6.820
Total Nacional;02 Aragón;44 Teruel;Total;De 85 a 89 años  ;Total;1 de enero de 2022;4.575
Total Nacional;02 Aragón;44 Teruel;Total;De 85 a 89 años  ;Total;1 de enero de 2021;4.740
Total Nacional;02 Aragón;44 Teruel;Total;De 85 a 89 años  ;Total;1 de enero de 2020;4.837
Total Nacional;02 Aragón;44 Teruel;Total;De 85 a 89 años  ;Total;1 de enero de 2019;4.953
Total Nacional;02 Aragón;44 Teruel;Total;De 85 a 89 años  ;Total;1 de enero de 2018;4.921
Total Nacional;02 Aragón;44 Teruel;Total;De 85 a 89 años  ;Total;1 de enero de 2017;4.859
Total Nacional;02 Aragón;44 Teruel;Total;De 85 a 89 años  ;Total;1 de enero de 2016;4.761
Total Nacional;02 Aragón;44 Teruel;Total;De 85 a 89 años  ;Total;1 de enero de 2015;4.593
Total Nacional;02 Aragón;44 Teruel;Total;De 90 a 94 años  ;Total;1 de enero de 2022;2.501
Total Nacional;02 Aragón;44 Teruel;Total;De 90 a 94 años  ;Total;1 de enero de 2021;2.379
Total Nacional;02 Aragón;44 Teruel;Total;De 90 a 94 años  ;Total;1 de enero de 2020;2.364
Total Nacional;02 Aragón;44 Teruel;Total;De 90 a 94 años  ;Total;1 de enero de 2019;2.279
Total Nacional;02 Aragón;44 Teruel;Total;De 90 a 94 años  ;Total;1 de enero de 2018;2.206
Total Nacional;02 Aragón;44 Teruel;Total;De 90 a 94 años  ;Total;1 de enero de 2017;2.141
Total Nacional;02 Aragón;44 Teruel;Total;De 90 a 94 años  ;Total;1 de enero de 2016;2.014
Total Nacional;02 Aragón;44 Teruel;Total;De 90 a 94 años  ;Total;1 de enero de 2015;1.944
Total Nacional;02 Aragón;44 Teruel;Total;De 95 a 99 años  ;Total;1 de enero de 2022;625
Total Nacional;02 Aragón;44 Teruel;Total;De 95 a 99 años  ;Total;1 de enero de 2021;586
Total Nacional;02 Aragón;44 Teruel;Total;De 95 a 99 años  ;Total;1 de enero de 2020;595
Total Nacional;02 Aragón;44 Teruel;Total;De 95 a 99 años  ;Total;1 de enero de 2019;581
Total Nacional;02 Aragón;44 Teruel;Total;De 95 a 99 años  ;Total;1 de enero de 2018;556
Total Nacional;02 Aragón;44 Teruel;Total;De 95 a 99 años  ;Total;1 de enero de 2017;497
Total Nacional;02 Aragón;44 Teruel;Total;De 95 a 99 años  ;Total;1 de enero de 2016;452
Total Nacional;02 Aragón;44 Teruel;Total;De 95 a 99 años  ;Total;1 de enero de 2015;422
Total Nacional;02 Aragón;44 Teruel;Total;100 y más años;Total;1 de enero de 2022;95
Total Nacional;02 Aragón;44 Teruel;Total;100 y más años;Total;1 de enero de 2021;88
Total Nacional;02 Aragón;44 Teruel;Total;100 y más años;Total;1 de enero de 2020;80
Total Nacional;02 Aragón;44 Teruel;Total;100 y más años;Total;1 de enero de 2019;84
Total Nacional;02 Aragón;44 Teruel;Total;100 y más años;Total;1 de enero de 2018;82
Total Nacional;02 Aragón;44 Teruel;Total;100 y más años;Total;1 de enero de 2017;72
Total Nacional;02 Aragón;44 Teruel;Total;100 y más años;Total;1 de enero de 2016;70
Total Nacional;02 Aragón;44 Teruel;Total;100 y más años;Total;1 de enero de 2015;74
Total Nacional;02 Aragón;50 Zaragoza;Total;Todas las edades;Total;1 de enero de 2022;966.438
Total Nacional;02 Aragón;50 Zaragoza;Total;Todas las edades;Total;1 de enero de 2021;967.452
Total Nacional;02 Aragón;50 Zaragoza;Total;Todas las edades;Total;1 de enero de 2020;972.528
Total Nacional;02 Aragón;50 Zaragoza;Total;Todas las edades;Total;1 de enero de 2019;964.693
Total Nacional;02 Aragón;50 Zaragoza;Total;Todas las edades;Total;1 de enero de 2018;954.811
Total Nacional;02 Aragón;50 Zaragoza;Total;Todas las edades;Total;1 de enero de 2017;953.486
Total Nacional;02 Aragón;50 Zaragoza;Total;Todas las edades;Total;1 de enero de 2016;950.507
Total Nacional;02 Aragón;50 Zaragoza;Total;Todas las edades;Total;1 de enero de 2015;956.006
Total Nacional;02 Aragón;50 Zaragoza;Total;De 0 a 4 años;Total;1 de enero de 2022;36.397
Total Nacional;02 Aragón;50 Zaragoza;Total;De 0 a 4 años;Total;1 de enero de 2021;37.974
Total Nacional;02 Aragón;50 Zaragoza;Total;De 0 a 4 años;Total;1 de enero de 2020;40.004
Total Nacional;02 Aragón;50 Zaragoza;Total;De 0 a 4 años;Total;1 de enero de 2019;41.511
Total Nacional;02 Aragón;50 Zaragoza;Total;De 0 a 4 años;Total;1 de enero de 2018;42.052
Total Nacional;02 Aragón;50 Zaragoza;Total;De 0 a 4 años;Total;1 de enero de 2017;42.922
Total Nacional;02 Aragón;50 Zaragoza;Total;De 0 a 4 años;Total;1 de enero de 2016;43.498
Total Nacional;02 Aragón;50 Zaragoza;Total;De 0 a 4 años;Total;1 de enero de 2015;44.571
Total Nacional;02 Aragón;50 Zaragoza;Total;De 5 a 9 años;Total;1 de enero de 2022;45.265
Total Nacional;02 Aragón;50 Zaragoza;Total;De 5 a 9 años;Total;1 de enero de 2021;45.962
Total Nacional;02 Aragón;50 Zaragoza;Total;De 5 a 9 años;Total;1 de enero de 2020;46.784
Total Nacional;02 Aragón;50 Zaragoza;Total;De 5 a 9 años;Total;1 de enero de 2019;46.963
Total Nacional;02 Aragón;50 Zaragoza;Total;De 5 a 9 años;Total;1 de enero de 2018;47.760
Total Nacional;02 Aragón;50 Zaragoza;Total;De 5 a 9 años;Total;1 de enero de 2017;48.357
Total Nacional;02 Aragón;50 Zaragoza;Total;De 5 a 9 años;Total;1 de enero de 2016;48.206
Total Nacional;02 Aragón;50 Zaragoza;Total;De 5 a 9 años;Total;1 de enero de 2015;48.036
Total Nacional;02 Aragón;50 Zaragoza;Total;De 10 a 14 años  ;Total;1 de enero de 2022;50.170
Total Nacional;02 Aragón;50 Zaragoza;Total;De 10 a 14 años  ;Total;1 de enero de 2021;49.946
Total Nacional;02 Aragón;50 Zaragoza;Total;De 10 a 14 años  ;Total;1 de enero de 2020;49.505
Total Nacional;02 Aragón;50 Zaragoza;Total;De 10 a 14 años  ;Total;1 de enero de 2019;48.751
Total Nacional;02 Aragón;50 Zaragoza;Total;De 10 a 14 años  ;Total;1 de enero de 2018;47.491
Total Nacional;02 Aragón;50 Zaragoza;Total;De 10 a 14 años  ;Total;1 de enero de 2017;46.105
Total Nacional;02 Aragón;50 Zaragoza;Total;De 10 a 14 años  ;Total;1 de enero de 2016;44.945
Total Nacional;02 Aragón;50 Zaragoza;Total;De 10 a 14 años  ;Total;1 de enero de 2015;44.364
Total Nacional;02 Aragón;50 Zaragoza;Total;De 15 a 19 años  ;Total;1 de enero de 2022;48.515
Total Nacional;02 Aragón;50 Zaragoza;Total;De 15 a 19 años  ;Total;1 de enero de 2021;47.770
Total Nacional;02 Aragón;50 Zaragoza;Total;De 15 a 19 años  ;Total;1 de enero de 2020;47.232
Total Nacional;02 Aragón;50 Zaragoza;Total;De 15 a 19 años  ;Total;1 de enero de 2019;45.642
Total Nacional;02 Aragón;50 Zaragoza;Total;De 15 a 19 años  ;Total;1 de enero de 2018;43.770
Total Nacional;02 Aragón;50 Zaragoza;Total;De 15 a 19 años  ;Total;1 de enero de 2017;42.859
Total Nacional;02 Aragón;50 Zaragoza;Total;De 15 a 19 años  ;Total;1 de enero de 2016;41.721
Total Nacional;02 Aragón;50 Zaragoza;Total;De 15 a 19 años  ;Total;1 de enero de 2015;41.177
Total Nacional;02 Aragón;50 Zaragoza;Total;De 20 a 24 años;Total;1 de enero de 2022;47.253
Total Nacional;02 Aragón;50 Zaragoza;Total;De 20 a 24 años;Total;1 de enero de 2021;46.560
Total Nacional;02 Aragón;50 Zaragoza;Total;De 20 a 24 años;Total;1 de enero de 2020;46.441
Total Nacional;02 Aragón;50 Zaragoza;Total;De 20 a 24 años;Total;1 de enero de 2019;45.261
Total Nacional;02 Aragón;50 Zaragoza;Total;De 20 a 24 años;Total;1 de enero de 2018;44.363
Total Nacional;02 Aragón;50 Zaragoza;Total;De 20 a 24 años;Total;1 de enero de 2017;43.824
Total Nacional;02 Aragón;50 Zaragoza;Total;De 20 a 24 años;Total;1 de enero de 2016;43.512
Total Nacional;02 Aragón;50 Zaragoza;Total;De 20 a 24 años;Total;1 de enero de 2015;44.137
Total Nacional;02 Aragón;50 Zaragoza;Total;De 25 a 29 años;Total;1 de enero de 2022;48.302
Total Nacional;02 Aragón;50 Zaragoza;Total;De 25 a 29 años;Total;1 de enero de 2021;48.604
Total Nacional;02 Aragón;50 Zaragoza;Total;De 25 a 29 años;Total;1 de enero de 2020;48.963
Total Nacional;02 Aragón;50 Zaragoza;Total;De 25 a 29 años;Total;1 de enero de 2019;48.492
Total Nacional;02 Aragón;50 Zaragoza;Total;De 25 a 29 años;Total;1 de enero de 2018;48.132
Total Nacional;02 Aragón;50 Zaragoza;Total;De 25 a 29 años;Total;1 de enero de 2017;48.516
Total Nacional;02 Aragón;50 Zaragoza;Total;De 25 a 29 años;Total;1 de enero de 2016;49.525
Total Nacional;02 Aragón;50 Zaragoza;Total;De 25 a 29 años;Total;1 de enero de 2015;52.169
Total Nacional;02 Aragón;50 Zaragoza;Total;De 30 a 34 años;Total;1 de enero de 2022;52.173
Total Nacional;02 Aragón;50 Zaragoza;Total;De 30 a 34 años;Total;1 de enero de 2021;53.463
Total Nacional;02 Aragón;50 Zaragoza;Total;De 30 a 34 años;Total;1 de enero de 2020;55.226
Total Nacional;02 Aragón;50 Zaragoza;Total;De 30 a 34 años;Total;1 de enero de 2019;55.689
Total Nacional;02 Aragón;50 Zaragoza;Total;De 30 a 34 años;Total;1 de enero de 2018;55.859
Total Nacional;02 Aragón;50 Zaragoza;Total;De 30 a 34 años;Total;1 de enero de 2017;57.914
Total Nacional;02 Aragón;50 Zaragoza;Total;De 30 a 34 años;Total;1 de enero de 2016;60.214
Total Nacional;02 Aragón;50 Zaragoza;Total;De 30 a 34 años;Total;1 de enero de 2015;64.611
Total Nacional;02 Aragón;50 Zaragoza;Total;De 35 a 39 años;Total;1 de enero de 2022;60.505
Total Nacional;02 Aragón;50 Zaragoza;Total;De 35 a 39 años;Total;1 de enero de 2021;62.744
Total Nacional;02 Aragón;50 Zaragoza;Total;De 35 a 39 años;Total;1 de enero de 2020;65.944
Total Nacional;02 Aragón;50 Zaragoza;Total;De 35 a 39 años;Total;1 de enero de 2019;68.036
Total Nacional;02 Aragón;50 Zaragoza;Total;De 35 a 39 años;Total;1 de enero de 2018;70.591
Total Nacional;02 Aragón;50 Zaragoza;Total;De 35 a 39 años;Total;1 de enero de 2017;74.006
Total Nacional;02 Aragón;50 Zaragoza;Total;De 35 a 39 años;Total;1 de enero de 2016;76.987
Total Nacional;02 Aragón;50 Zaragoza;Total;De 35 a 39 años;Total;1 de enero de 2015;80.160
Total Nacional;02 Aragón;50 Zaragoza;Total;De 40 a 44 años;Total;1 de enero de 2022;75.667
Total Nacional;02 Aragón;50 Zaragoza;Total;De 40 a 44 años;Total;1 de enero de 2021;78.400
Total Nacional;02 Aragón;50 Zaragoza;Total;De 40 a 44 años;Total;1 de enero de 2020;80.784
Total Nacional;02 Aragón;50 Zaragoza;Total;De 40 a 44 años;Total;1 de enero de 2019;81.368
Total Nacional;02 Aragón;50 Zaragoza;Total;De 40 a 44 años;Total;1 de enero de 2018;80.569
Total Nacional;02 Aragón;50 Zaragoza;Total;De 40 a 44 años;Total;1 de enero de 2017;80.602
Total Nacional;02 Aragón;50 Zaragoza;Total;De 40 a 44 años;Total;1 de enero de 2016;79.748
Total Nacional;02 Aragón;50 Zaragoza;Total;De 40 a 44 años;Total;1 de enero de 2015;79.811
Total Nacional;02 Aragón;50 Zaragoza;Total;De 45 a 49 años;Total;1 de enero de 2022;81.499
Total Nacional;02 Aragón;50 Zaragoza;Total;De 45 a 49 años;Total;1 de enero de 2021;80.581
Total Nacional;02 Aragón;50 Zaragoza;Total;De 45 a 49 años;Total;1 de enero de 2020;79.847
Total Nacional;02 Aragón;50 Zaragoza;Total;De 45 a 49 años;Total;1 de enero de 2019;77.990
Total Nacional;02 Aragón;50 Zaragoza;Total;De 45 a 49 años;Total;1 de enero de 2018;76.473
Total Nacional;02 Aragón;50 Zaragoza;Total;De 45 a 49 años;Total;1 de enero de 2017;75.823
Total Nacional;02 Aragón;50 Zaragoza;Total;De 45 a 49 años;Total;1 de enero de 2016;75.309
Total Nacional;02 Aragón;50 Zaragoza;Total;De 45 a 49 años;Total;1 de enero de 2015;74.744
Total Nacional;02 Aragón;50 Zaragoza;Total;De 50 a 54 años;Total;1 de enero de 2022;75.973
Total Nacional;02 Aragón;50 Zaragoza;Total;De 50 a 54 años;Total;1 de enero de 2021;75.238
Total Nacional;02 Aragón;50 Zaragoza;Total;De 50 a 54 años;Total;1 de enero de 2020;74.216
Total Nacional;02 Aragón;50 Zaragoza;Total;De 50 a 54 años;Total;1 de enero de 2019;73.877
Total Nacional;02 Aragón;50 Zaragoza;Total;De 50 a 54 años;Total;1 de enero de 2018;72.483
Total Nacional;02 Aragón;50 Zaragoza;Total;De 50 a 54 años;Total;1 de enero de 2017;71.863
Total Nacional;02 Aragón;50 Zaragoza;Total;De 50 a 54 años;Total;1 de enero de 2016;70.890
Total Nacional;02 Aragón;50 Zaragoza;Total;De 50 a 54 años;Total;1 de enero de 2015;70.569
Total Nacional;02 Aragón;50 Zaragoza;Total;De 55 a 59 años;Total;1 de enero de 2022;71.000
Total Nacional;02 Aragón;50 Zaragoza;Total;De 55 a 59 años;Total;1 de enero de 2021;69.988
Total Nacional;02 Aragón;50 Zaragoza;Total;De 55 a 59 años;Total;1 de enero de 2020;69.525
Total Nacional;02 Aragón;50 Zaragoza;Total;De 55 a 59 años;Total;1 de enero de 2019;67.939
Total Nacional;02 Aragón;50 Zaragoza;Total;De 55 a 59 años;Total;1 de enero de 2018;66.620
Total Nacional;02 Aragón;50 Zaragoza;Total;De 55 a 59 años;Total;1 de enero de 2017;65.738
Total Nacional;02 Aragón;50 Zaragoza;Total;De 55 a 59 años;Total;1 de enero de 2016;64.595
Total Nacional;02 Aragón;50 Zaragoza;Total;De 55 a 59 años;Total;1 de enero de 2015;63.083
Total Nacional;02 Aragón;50 Zaragoza;Total;De 60 a 64 años;Total;1 de enero de 2022;64.139
Total Nacional;02 Aragón;50 Zaragoza;Total;De 60 a 64 años;Total;1 de enero de 2021;62.976
Total Nacional;02 Aragón;50 Zaragoza;Total;De 60 a 64 años;Total;1 de enero de 2020;61.499
Total Nacional;02 Aragón;50 Zaragoza;Total;De 60 a 64 años;Total;1 de enero de 2019;59.389
Total Nacional;02 Aragón;50 Zaragoza;Total;De 60 a 64 años;Total;1 de enero de 2018;57.328
Total Nacional;02 Aragón;50 Zaragoza;Total;De 60 a 64 años;Total;1 de enero de 2017;56.035
Total Nacional;02 Aragón;50 Zaragoza;Total;De 60 a 64 años;Total;1 de enero de 2016;54.599
Total Nacional;02 Aragón;50 Zaragoza;Total;De 60 a 64 años;Total;1 de enero de 2015;53.469
Total Nacional;02 Aragón;50 Zaragoza;Total;De 65 a 69 años;Total;1 de enero de 2022;53.855
Total Nacional;02 Aragón;50 Zaragoza;Total;De 65 a 69 años;Total;1 de enero de 2021;52.618
Total Nacional;02 Aragón;50 Zaragoza;Total;De 65 a 69 años;Total;1 de enero de 2020;51.646
Total Nacional;02 Aragón;50 Zaragoza;Total;De 65 a 69 años;Total;1 de enero de 2019;51.290
Total Nacional;02 Aragón;50 Zaragoza;Total;De 65 a 69 años;Total;1 de enero de 2018;51.529
Total Nacional;02 Aragón;50 Zaragoza;Total;De 65 a 69 años;Total;1 de enero de 2017;50.759
Total Nacional;02 Aragón;50 Zaragoza;Total;De 65 a 69 años;Total;1 de enero de 2016;50.748
Total Nacional;02 Aragón;50 Zaragoza;Total;De 65 a 69 años;Total;1 de enero de 2015;51.075
Total Nacional;02 Aragón;50 Zaragoza;Total;De 70 a 74 años  ;Total;1 de enero de 2022;47.722
Total Nacional;02 Aragón;50 Zaragoza;Total;De 70 a 74 años  ;Total;1 de enero de 2021;47.807
Total Nacional;02 Aragón;50 Zaragoza;Total;De 70 a 74 años  ;Total;1 de enero de 2020;48.259
Total Nacional;02 Aragón;50 Zaragoza;Total;De 70 a 74 años  ;Total;1 de enero de 2019;47.502
Total Nacional;02 Aragón;50 Zaragoza;Total;De 70 a 74 años  ;Total;1 de enero de 2018;46.309
Total Nacional;02 Aragón;50 Zaragoza;Total;De 70 a 74 años  ;Total;1 de enero de 2017;45.244
Total Nacional;02 Aragón;50 Zaragoza;Total;De 70 a 74 años  ;Total;1 de enero de 2016;43.677
Total Nacional;02 Aragón;50 Zaragoza;Total;De 70 a 74 años  ;Total;1 de enero de 2015;42.749
Total Nacional;02 Aragón;50 Zaragoza;Total;De 75 a 79 años  ;Total;1 de enero de 2022;40.934
Total Nacional;02 Aragón;50 Zaragoza;Total;De 75 a 79 años  ;Total;1 de enero de 2021;39.643
Total Nacional;02 Aragón;50 Zaragoza;Total;De 75 a 79 años  ;Total;1 de enero de 2020;38.982
Total Nacional;02 Aragón;50 Zaragoza;Total;De 75 a 79 años  ;Total;1 de enero de 2019;36.497
Total Nacional;02 Aragón;50 Zaragoza;Total;De 75 a 79 años  ;Total;1 de enero de 2018;34.188
Total Nacional;02 Aragón;50 Zaragoza;Total;De 75 a 79 años  ;Total;1 de enero de 2017;33.237
Total Nacional;02 Aragón;50 Zaragoza;Total;De 75 a 79 años  ;Total;1 de enero de 2016;34.187
Total Nacional;02 Aragón;50 Zaragoza;Total;De 75 a 79 años  ;Total;1 de enero de 2015;34.137
Total Nacional;02 Aragón;50 Zaragoza;Total;De 80 a 84 años  ;Total;1 de enero de 2022;27.887
Total Nacional;02 Aragón;50 Zaragoza;Total;De 80 a 84 años  ;Total;1 de enero de 2021;28.574
Total Nacional;02 Aragón;50 Zaragoza;Total;De 80 a 84 años  ;Total;1 de enero de 2020;28.726
Total Nacional;02 Aragón;50 Zaragoza;Total;De 80 a 84 años  ;Total;1 de enero de 2019;30.543
Total Nacional;02 Aragón;50 Zaragoza;Total;De 80 a 84 años  ;Total;1 de enero de 2018;32.549
Total Nacional;02 Aragón;50 Zaragoza;Total;De 80 a 84 años  ;Total;1 de enero de 2017;34.142
Total Nacional;02 Aragón;50 Zaragoza;Total;De 80 a 84 años  ;Total;1 de enero de 2016;33.925
Total Nacional;02 Aragón;50 Zaragoza;Total;De 80 a 84 años  ;Total;1 de enero de 2015;34.113
Total Nacional;02 Aragón;50 Zaragoza;Total;De 85 a 89 años  ;Total;1 de enero de 2022;24.106
Total Nacional;02 Aragón;50 Zaragoza;Total;De 85 a 89 años  ;Total;1 de enero de 2021;24.059
Total Nacional;02 Aragón;50 Zaragoza;Total;De 85 a 89 años  ;Total;1 de enero de 2020;24.394
Total Nacional;02 Aragón;50 Zaragoza;Total;De 85 a 89 años  ;Total;1 de enero de 2019;24.186
Total Nacional;02 Aragón;50 Zaragoza;Total;De 85 a 89 años  ;Total;1 de enero de 2018;23.464
Total Nacional;02 Aragón;50 Zaragoza;Total;De 85 a 89 años  ;Total;1 de enero de 2017;22.659
Total Nacional;02 Aragón;50 Zaragoza;Total;De 85 a 89 años  ;Total;1 de enero de 2016;21.908
Total Nacional;02 Aragón;50 Zaragoza;Total;De 85 a 89 años  ;Total;1 de enero de 2015;21.175
Total Nacional;02 Aragón;50 Zaragoza;Total;De 90 a 94 años  ;Total;1 de enero de 2022;11.680
Total Nacional;02 Aragón;50 Zaragoza;Total;De 90 a 94 años  ;Total;1 de enero de 2021;11.159
Total Nacional;02 Aragón;50 Zaragoza;Total;De 90 a 94 años  ;Total;1 de enero de 2020;11.033
Total Nacional;02 Aragón;50 Zaragoza;Total;De 90 a 94 años  ;Total;1 de enero de 2019;10.547
Total Nacional;02 Aragón;50 Zaragoza;Total;De 90 a 94 años  ;Total;1 de enero de 2018;10.274
Total Nacional;02 Aragón;50 Zaragoza;Total;De 90 a 94 años  ;Total;1 de enero de 2017;10.082
Total Nacional;02 Aragón;50 Zaragoza;Total;De 90 a 94 años  ;Total;1 de enero de 2016;9.782
Total Nacional;02 Aragón;50 Zaragoza;Total;De 90 a 94 años  ;Total;1 de enero de 2015;9.534
Total Nacional;02 Aragón;50 Zaragoza;Total;De 95 a 99 años  ;Total;1 de enero de 2022;2.953
Total Nacional;02 Aragón;50 Zaragoza;Total;De 95 a 99 años  ;Total;1 de enero de 2021;2.995
Total Nacional;02 Aragón;50 Zaragoza;Total;De 95 a 99 años  ;Total;1 de enero de 2020;3.129
Total Nacional;02 Aragón;50 Zaragoza;Total;De 95 a 99 años  ;Total;1 de enero de 2019;2.854
Total Nacional;02 Aragón;50 Zaragoza;Total;De 95 a 99 años  ;Total;1 de enero de 2018;2.667
Total Nacional;02 Aragón;50 Zaragoza;Total;De 95 a 99 años  ;Total;1 de enero de 2017;2.459
Total Nacional;02 Aragón;50 Zaragoza;Total;De 95 a 99 años  ;Total;1 de enero de 2016;2.204
Total Nacional;02 Aragón;50 Zaragoza;Total;De 95 a 99 años  ;Total;1 de enero de 2015;2.013
Total Nacional;02 Aragón;50 Zaragoza;Total;100 y más años;Total;1 de enero de 2022;443
Total Nacional;02 Aragón;50 Zaragoza;Total;100 y más años;Total;1 de enero de 2021;391
Total Nacional;02 Aragón;50 Zaragoza;Total;100 y más años;Total;1 de enero de 2020;389
Total Nacional;02 Aragón;50 Zaragoza;Total;100 y más años;Total;1 de enero de 2019;366
Total Nacional;02 Aragón;50 Zaragoza;Total;100 y más años;Total;1 de enero de 2018;340
Total Nacional;02 Aragón;50 Zaragoza;Total;100 y más años;Total;1 de enero de 2017;340
Total Nacional;02 Aragón;50 Zaragoza;Total;100 y más años;Total;1 de enero de 2016;327
Total Nacional;02 Aragón;50 Zaragoza;Total;100 y más años;Total;1 de enero de 2015;309
Total Nacional;03 Asturias, Principado de;;Total;Todas las edades;Total;1 de enero de 2022;1.004.686
Total Nacional;03 Asturias, Principado de;;Total;Todas las edades;Total;1 de enero de 2021;1.011.792
