Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Españoles/Extranjeros;Edad (grupos quinquenales);Sexo;Periodo;Total
Total Nacional;14 Murcia, Región de;;Total;De 30 a 34 años;Total;1 de enero de 2022;93.937
Total Nacional;14 Murcia, Región de;;Total;De 30 a 34 años;Total;1 de enero de 2021;93.570
Total Nacional;14 Murcia, Región de;;Total;De 30 a 34 años;Total;1 de enero de 2020;94.568
Total Nacional;14 Murcia, Región de;;Total;De 30 a 34 años;Total;1 de enero de 2019;94.874
Total Nacional;14 Murcia, Región de;;Total;De 30 a 34 años;Total;1 de enero de 2018;96.395
Total Nacional;14 Murcia, Región de;;Total;De 30 a 34 años;Total;1 de enero de 2017;100.338
Total Nacional;14 Murcia, Región de;;Total;De 30 a 34 años;Total;1 de enero de 2016;106.056
Total Nacional;14 Murcia, Región de;;Total;De 30 a 34 años;Total;1 de enero de 2015;113.274
Total Nacional;14 Murcia, Región de;;Total;De 35 a 39 años;Total;1 de enero de 2022;104.737
Total Nacional;14 Murcia, Región de;;Total;De 35 a 39 años;Total;1 de enero de 2021;109.144
Total Nacional;14 Murcia, Región de;;Total;De 35 a 39 años;Total;1 de enero de 2020;114.435
Total Nacional;14 Murcia, Región de;;Total;De 35 a 39 años;Total;1 de enero de 2019;118.597
Total Nacional;14 Murcia, Región de;;Total;De 35 a 39 años;Total;1 de enero de 2018;123.074
Total Nacional;14 Murcia, Región de;;Total;De 35 a 39 años;Total;1 de enero de 2017;126.739
Total Nacional;14 Murcia, Región de;;Total;De 35 a 39 años;Total;1 de enero de 2016;129.813
Total Nacional;14 Murcia, Región de;;Total;De 35 a 39 años;Total;1 de enero de 2015;131.912
Total Nacional;14 Murcia, Región de;;Total;De 40 a 44 años;Total;1 de enero de 2022;128.616
Total Nacional;14 Murcia, Región de;;Total;De 40 a 44 años;Total;1 de enero de 2021;130.483
Total Nacional;14 Murcia, Región de;;Total;De 40 a 44 años;Total;1 de enero de 2020;131.079
Total Nacional;14 Murcia, Región de;;Total;De 40 a 44 años;Total;1 de enero de 2019;130.786
Total Nacional;14 Murcia, Región de;;Total;De 40 a 44 años;Total;1 de enero de 2018;128.734
Total Nacional;14 Murcia, Región de;;Total;De 40 a 44 años;Total;1 de enero de 2017;127.480
Total Nacional;14 Murcia, Región de;;Total;De 40 a 44 años;Total;1 de enero de 2016;125.687
Total Nacional;14 Murcia, Región de;;Total;De 40 a 44 años;Total;1 de enero de 2015;124.555
Total Nacional;14 Murcia, Región de;;Total;De 45 a 49 años;Total;1 de enero de 2022;127.847
Total Nacional;14 Murcia, Región de;;Total;De 45 a 49 años;Total;1 de enero de 2021;125.081
Total Nacional;14 Murcia, Región de;;Total;De 45 a 49 años;Total;1 de enero de 2020;123.078
Total Nacional;14 Murcia, Región de;;Total;De 45 a 49 años;Total;1 de enero de 2019;120.188
Total Nacional;14 Murcia, Región de;;Total;De 45 a 49 años;Total;1 de enero de 2018;118.336
Total Nacional;14 Murcia, Región de;;Total;De 45 a 49 años;Total;1 de enero de 2017;117.691
Total Nacional;14 Murcia, Región de;;Total;De 45 a 49 años;Total;1 de enero de 2016;117.017
Total Nacional;14 Murcia, Región de;;Total;De 45 a 49 años;Total;1 de enero de 2015;116.069
Total Nacional;14 Murcia, Región de;;Total;De 50 a 54 años;Total;1 de enero de 2022;117.358
Total Nacional;14 Murcia, Región de;;Total;De 50 a 54 años;Total;1 de enero de 2021;116.286
Total Nacional;14 Murcia, Región de;;Total;De 50 a 54 años;Total;1 de enero de 2020;114.464
Total Nacional;14 Murcia, Región de;;Total;De 50 a 54 años;Total;1 de enero de 2019;112.688
Total Nacional;14 Murcia, Región de;;Total;De 50 a 54 años;Total;1 de enero de 2018;110.124
Total Nacional;14 Murcia, Región de;;Total;De 50 a 54 años;Total;1 de enero de 2017;106.175
Total Nacional;14 Murcia, Región de;;Total;De 50 a 54 años;Total;1 de enero de 2016;102.602
Total Nacional;14 Murcia, Región de;;Total;De 50 a 54 años;Total;1 de enero de 2015;100.212
Total Nacional;14 Murcia, Región de;;Total;De 55 a 59 años;Total;1 de enero de 2022;105.976
Total Nacional;14 Murcia, Región de;;Total;De 55 a 59 años;Total;1 de enero de 2021;102.077
Total Nacional;14 Murcia, Región de;;Total;De 55 a 59 años;Total;1 de enero de 2020;98.792
Total Nacional;14 Murcia, Región de;;Total;De 55 a 59 años;Total;1 de enero de 2019;94.969
Total Nacional;14 Murcia, Región de;;Total;De 55 a 59 años;Total;1 de enero de 2018;91.900
Total Nacional;14 Murcia, Región de;;Total;De 55 a 59 años;Total;1 de enero de 2017;90.026
Total Nacional;14 Murcia, Región de;;Total;De 55 a 59 años;Total;1 de enero de 2016;86.408
Total Nacional;14 Murcia, Región de;;Total;De 55 a 59 años;Total;1 de enero de 2015;83.056
Total Nacional;14 Murcia, Región de;;Total;De 60 a 64 años;Total;1 de enero de 2022;89.720
Total Nacional;14 Murcia, Región de;;Total;De 60 a 64 años;Total;1 de enero de 2021;85.742
Total Nacional;14 Murcia, Región de;;Total;De 60 a 64 años;Total;1 de enero de 2020;81.612
Total Nacional;14 Murcia, Región de;;Total;De 60 a 64 años;Total;1 de enero de 2019;76.890
Total Nacional;14 Murcia, Región de;;Total;De 60 a 64 años;Total;1 de enero de 2018;72.938
Total Nacional;14 Murcia, Región de;;Total;De 60 a 64 años;Total;1 de enero de 2017;69.694
Total Nacional;14 Murcia, Región de;;Total;De 60 a 64 años;Total;1 de enero de 2016;68.356
Total Nacional;14 Murcia, Región de;;Total;De 60 a 64 años;Total;1 de enero de 2015;66.933
Total Nacional;14 Murcia, Región de;;Total;De 65 a 69 años;Total;1 de enero de 2022;68.983
Total Nacional;14 Murcia, Región de;;Total;De 65 a 69 años;Total;1 de enero de 2021;67.464
Total Nacional;14 Murcia, Región de;;Total;De 65 a 69 años;Total;1 de enero de 2020;65.297
Total Nacional;14 Murcia, Región de;;Total;De 65 a 69 años;Total;1 de enero de 2019;64.088
Total Nacional;14 Murcia, Región de;;Total;De 65 a 69 años;Total;1 de enero de 2018;63.437
Total Nacional;14 Murcia, Región de;;Total;De 65 a 69 años;Total;1 de enero de 2017;62.144
Total Nacional;14 Murcia, Región de;;Total;De 65 a 69 años;Total;1 de enero de 2016;61.295
Total Nacional;14 Murcia, Región de;;Total;De 65 a 69 años;Total;1 de enero de 2015;62.198
Total Nacional;14 Murcia, Región de;;Total;De 70 a 74 años  ;Total;1 de enero de 2022;59.387
Total Nacional;14 Murcia, Región de;;Total;De 70 a 74 años  ;Total;1 de enero de 2021;58.127
Total Nacional;14 Murcia, Región de;;Total;De 70 a 74 años  ;Total;1 de enero de 2020;58.374
Total Nacional;14 Murcia, Región de;;Total;De 70 a 74 años  ;Total;1 de enero de 2019;57.027
Total Nacional;14 Murcia, Región de;;Total;De 70 a 74 años  ;Total;1 de enero de 2018;54.377
Total Nacional;14 Murcia, Región de;;Total;De 70 a 74 años  ;Total;1 de enero de 2017;52.004
Total Nacional;14 Murcia, Región de;;Total;De 70 a 74 años  ;Total;1 de enero de 2016;49.977
Total Nacional;14 Murcia, Región de;;Total;De 70 a 74 años  ;Total;1 de enero de 2015;50.197
Total Nacional;14 Murcia, Región de;;Total;De 75 a 79 años  ;Total;1 de enero de 2022;46.825
Total Nacional;14 Murcia, Región de;;Total;De 75 a 79 años  ;Total;1 de enero de 2021;44.776
Total Nacional;14 Murcia, Región de;;Total;De 75 a 79 años  ;Total;1 de enero de 2020;44.525
Total Nacional;14 Murcia, Región de;;Total;De 75 a 79 años  ;Total;1 de enero de 2019;41.454
Total Nacional;14 Murcia, Región de;;Total;De 75 a 79 años  ;Total;1 de enero de 2018;41.210
Total Nacional;14 Murcia, Región de;;Total;De 75 a 79 años  ;Total;1 de enero de 2017;41.896
Total Nacional;14 Murcia, Región de;;Total;De 75 a 79 años  ;Total;1 de enero de 2016;43.008
Total Nacional;14 Murcia, Región de;;Total;De 75 a 79 años  ;Total;1 de enero de 2015;41.651
Total Nacional;14 Murcia, Región de;;Total;De 80 a 84 años  ;Total;1 de enero de 2022;34.150
Total Nacional;14 Murcia, Región de;;Total;De 80 a 84 años  ;Total;1 de enero de 2021;35.127
Total Nacional;14 Murcia, Región de;;Total;De 80 a 84 años  ;Total;1 de enero de 2020;33.691
Total Nacional;14 Murcia, Región de;;Total;De 80 a 84 años  ;Total;1 de enero de 2019;35.876
Total Nacional;14 Murcia, Región de;;Total;De 80 a 84 años  ;Total;1 de enero de 2018;35.906
Total Nacional;14 Murcia, Región de;;Total;De 80 a 84 años  ;Total;1 de enero de 2017;36.045
Total Nacional;14 Murcia, Región de;;Total;De 80 a 84 años  ;Total;1 de enero de 2016;35.595
Total Nacional;14 Murcia, Región de;;Total;De 80 a 84 años  ;Total;1 de enero de 2015;35.871
Total Nacional;14 Murcia, Región de;;Total;De 85 a 89 años  ;Total;1 de enero de 2022;24.445
Total Nacional;14 Murcia, Región de;;Total;De 85 a 89 años  ;Total;1 de enero de 2021;24.256
Total Nacional;14 Murcia, Región de;;Total;De 85 a 89 años  ;Total;1 de enero de 2020;24.169
Total Nacional;14 Murcia, Región de;;Total;De 85 a 89 años  ;Total;1 de enero de 2019;23.525
Total Nacional;14 Murcia, Región de;;Total;De 85 a 89 años  ;Total;1 de enero de 2018;22.913
Total Nacional;14 Murcia, Región de;;Total;De 85 a 89 años  ;Total;1 de enero de 2017;22.111
Total Nacional;14 Murcia, Región de;;Total;De 85 a 89 años  ;Total;1 de enero de 2016;21.738
Total Nacional;14 Murcia, Región de;;Total;De 85 a 89 años  ;Total;1 de enero de 2015;20.748
Total Nacional;14 Murcia, Región de;;Total;De 90 a 94 años  ;Total;1 de enero de 2022;10.497
Total Nacional;14 Murcia, Región de;;Total;De 90 a 94 años  ;Total;1 de enero de 2021;10.129
Total Nacional;14 Murcia, Región de;;Total;De 90 a 94 años  ;Total;1 de enero de 2020;9.620
Total Nacional;14 Murcia, Región de;;Total;De 90 a 94 años  ;Total;1 de enero de 2019;9.308
Total Nacional;14 Murcia, Región de;;Total;De 90 a 94 años  ;Total;1 de enero de 2018;8.681
Total Nacional;14 Murcia, Región de;;Total;De 90 a 94 años  ;Total;1 de enero de 2017;8.588
Total Nacional;14 Murcia, Región de;;Total;De 90 a 94 años  ;Total;1 de enero de 2016;7.904
Total Nacional;14 Murcia, Región de;;Total;De 90 a 94 años  ;Total;1 de enero de 2015;7.376
Total Nacional;14 Murcia, Región de;;Total;De 95 a 99 años  ;Total;1 de enero de 2022;2.278
Total Nacional;14 Murcia, Región de;;Total;De 95 a 99 años  ;Total;1 de enero de 2021;2.179
Total Nacional;14 Murcia, Región de;;Total;De 95 a 99 años  ;Total;1 de enero de 2020;2.037
Total Nacional;14 Murcia, Región de;;Total;De 95 a 99 años  ;Total;1 de enero de 2019;1.907
Total Nacional;14 Murcia, Región de;;Total;De 95 a 99 años  ;Total;1 de enero de 2018;1.799
Total Nacional;14 Murcia, Región de;;Total;De 95 a 99 años  ;Total;1 de enero de 2017;1.596
Total Nacional;14 Murcia, Región de;;Total;De 95 a 99 años  ;Total;1 de enero de 2016;1.402
Total Nacional;14 Murcia, Región de;;Total;De 95 a 99 años  ;Total;1 de enero de 2015;1.383
Total Nacional;14 Murcia, Región de;;Total;100 y más años;Total;1 de enero de 2022;274
Total Nacional;14 Murcia, Región de;;Total;100 y más años;Total;1 de enero de 2021;253
Total Nacional;14 Murcia, Región de;;Total;100 y más años;Total;1 de enero de 2020;254
Total Nacional;14 Murcia, Región de;;Total;100 y más años;Total;1 de enero de 2019;218
Total Nacional;14 Murcia, Región de;;Total;100 y más años;Total;1 de enero de 2018;187
Total Nacional;14 Murcia, Región de;;Total;100 y más años;Total;1 de enero de 2017;202
Total Nacional;14 Murcia, Región de;;Total;100 y más años;Total;1 de enero de 2016;222
Total Nacional;14 Murcia, Región de;;Total;100 y más años;Total;1 de enero de 2015;210
Total Nacional;14 Murcia, Región de;30 Murcia;Total;Todas las edades;Total;1 de enero de 2022;1.531.878
Total Nacional;14 Murcia, Región de;30 Murcia;Total;Todas las edades;Total;1 de enero de 2021;1.518.486
Total Nacional;14 Murcia, Región de;30 Murcia;Total;Todas las edades;Total;1 de enero de 2020;1.511.251
Total Nacional;14 Murcia, Región de;30 Murcia;Total;Todas las edades;Total;1 de enero de 2019;1.493.898
Total Nacional;14 Murcia, Región de;30 Murcia;Total;Todas las edades;Total;1 de enero de 2018;1.478.509
Total Nacional;14 Murcia, Región de;30 Murcia;Total;Todas las edades;Total;1 de enero de 2017;1.470.273
Total Nacional;14 Murcia, Región de;30 Murcia;Total;Todas las edades;Total;1 de enero de 2016;1.464.847
Total Nacional;14 Murcia, Región de;30 Murcia;Total;Todas las edades;Total;1 de enero de 2015;1.467.288
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 0 a 4 años;Total;1 de enero de 2022;72.239
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 0 a 4 años;Total;1 de enero de 2021;73.938
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 0 a 4 años;Total;1 de enero de 2020;76.670
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 0 a 4 años;Total;1 de enero de 2019;78.437
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 0 a 4 años;Total;1 de enero de 2018;79.578
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 0 a 4 años;Total;1 de enero de 2017;80.703
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 0 a 4 años;Total;1 de enero de 2016;82.110
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 0 a 4 años;Total;1 de enero de 2015;83.723
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 5 a 9 años;Total;1 de enero de 2022;85.055
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 5 a 9 años;Total;1 de enero de 2021;85.566
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 5 a 9 años;Total;1 de enero de 2020;86.604
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 5 a 9 años;Total;1 de enero de 2019;87.412
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 5 a 9 años;Total;1 de enero de 2018;89.545
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 5 a 9 años;Total;1 de enero de 2017;91.103
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 5 a 9 años;Total;1 de enero de 2016;91.884
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 5 a 9 años;Total;1 de enero de 2015;92.166
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 10 a 14 años  ;Total;1 de enero de 2022;93.554
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 10 a 14 años  ;Total;1 de enero de 2021;93.210
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 10 a 14 años  ;Total;1 de enero de 2020;92.803
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 10 a 14 años  ;Total;1 de enero de 2019;91.445
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 10 a 14 años  ;Total;1 de enero de 2018;89.331
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 10 a 14 años  ;Total;1 de enero de 2017;87.489
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 10 a 14 años  ;Total;1 de enero de 2016;85.798
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 10 a 14 años  ;Total;1 de enero de 2015;84.691
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 15 a 19 años  ;Total;1 de enero de 2022;90.398
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 15 a 19 años  ;Total;1 de enero de 2021;88.271
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 15 a 19 años  ;Total;1 de enero de 2020;86.931
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 15 a 19 años  ;Total;1 de enero de 2019;84.361
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 15 a 19 años  ;Total;1 de enero de 2018;81.888
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 15 a 19 años  ;Total;1 de enero de 2017;80.429
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 15 a 19 años  ;Total;1 de enero de 2016;79.032
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 15 a 19 años  ;Total;1 de enero de 2015;78.363
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 20 a 24 años;Total;1 de enero de 2022;88.001
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 20 a 24 años;Total;1 de enero de 2021;85.563
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 20 a 24 años;Total;1 de enero de 2020;84.143
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 20 a 24 años;Total;1 de enero de 2019;81.969
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 20 a 24 años;Total;1 de enero de 2018;80.777
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 20 a 24 años;Total;1 de enero de 2017;80.429
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 20 a 24 años;Total;1 de enero de 2016;80.912
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 20 a 24 años;Total;1 de enero de 2015;82.425
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 25 a 29 años;Total;1 de enero de 2022;87.601
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 25 a 29 años;Total;1 de enero de 2021;87.244
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 25 a 29 años;Total;1 de enero de 2020;88.105
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 25 a 29 años;Total;1 de enero de 2019;87.879
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 25 a 29 años;Total;1 de enero de 2018;87.379
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 25 a 29 años;Total;1 de enero de 2017;87.391
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 25 a 29 años;Total;1 de enero de 2016;88.031
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 25 a 29 años;Total;1 de enero de 2015;90.275
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 30 a 34 años;Total;1 de enero de 2022;93.937
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 30 a 34 años;Total;1 de enero de 2021;93.570
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 30 a 34 años;Total;1 de enero de 2020;94.568
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 30 a 34 años;Total;1 de enero de 2019;94.874
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 30 a 34 años;Total;1 de enero de 2018;96.395
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 30 a 34 años;Total;1 de enero de 2017;100.338
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 30 a 34 años;Total;1 de enero de 2016;106.056
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 30 a 34 años;Total;1 de enero de 2015;113.274
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 35 a 39 años;Total;1 de enero de 2022;104.737
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 35 a 39 años;Total;1 de enero de 2021;109.144
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 35 a 39 años;Total;1 de enero de 2020;114.435
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 35 a 39 años;Total;1 de enero de 2019;118.597
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 35 a 39 años;Total;1 de enero de 2018;123.074
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 35 a 39 años;Total;1 de enero de 2017;126.739
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 35 a 39 años;Total;1 de enero de 2016;129.813
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 35 a 39 años;Total;1 de enero de 2015;131.912
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 40 a 44 años;Total;1 de enero de 2022;128.616
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 40 a 44 años;Total;1 de enero de 2021;130.483
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 40 a 44 años;Total;1 de enero de 2020;131.079
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 40 a 44 años;Total;1 de enero de 2019;130.786
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 40 a 44 años;Total;1 de enero de 2018;128.734
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 40 a 44 años;Total;1 de enero de 2017;127.480
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 40 a 44 años;Total;1 de enero de 2016;125.687
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 40 a 44 años;Total;1 de enero de 2015;124.555
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 45 a 49 años;Total;1 de enero de 2022;127.847
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 45 a 49 años;Total;1 de enero de 2021;125.081
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 45 a 49 años;Total;1 de enero de 2020;123.078
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 45 a 49 años;Total;1 de enero de 2019;120.188
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 45 a 49 años;Total;1 de enero de 2018;118.336
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 45 a 49 años;Total;1 de enero de 2017;117.691
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 45 a 49 años;Total;1 de enero de 2016;117.017
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 45 a 49 años;Total;1 de enero de 2015;116.069
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 50 a 54 años;Total;1 de enero de 2022;117.358
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 50 a 54 años;Total;1 de enero de 2021;116.286
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 50 a 54 años;Total;1 de enero de 2020;114.464
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 50 a 54 años;Total;1 de enero de 2019;112.688
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 50 a 54 años;Total;1 de enero de 2018;110.124
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 50 a 54 años;Total;1 de enero de 2017;106.175
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 50 a 54 años;Total;1 de enero de 2016;102.602
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 50 a 54 años;Total;1 de enero de 2015;100.212
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 55 a 59 años;Total;1 de enero de 2022;105.976
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 55 a 59 años;Total;1 de enero de 2021;102.077
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 55 a 59 años;Total;1 de enero de 2020;98.792
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 55 a 59 años;Total;1 de enero de 2019;94.969
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 55 a 59 años;Total;1 de enero de 2018;91.900
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 55 a 59 años;Total;1 de enero de 2017;90.026
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 55 a 59 años;Total;1 de enero de 2016;86.408
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 55 a 59 años;Total;1 de enero de 2015;83.056
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 60 a 64 años;Total;1 de enero de 2022;89.720
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 60 a 64 años;Total;1 de enero de 2021;85.742
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 60 a 64 años;Total;1 de enero de 2020;81.612
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 60 a 64 años;Total;1 de enero de 2019;76.890
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 60 a 64 años;Total;1 de enero de 2018;72.938
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 60 a 64 años;Total;1 de enero de 2017;69.694
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 60 a 64 años;Total;1 de enero de 2016;68.356
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 60 a 64 años;Total;1 de enero de 2015;66.933
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 65 a 69 años;Total;1 de enero de 2022;68.983
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 65 a 69 años;Total;1 de enero de 2021;67.464
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 65 a 69 años;Total;1 de enero de 2020;65.297
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 65 a 69 años;Total;1 de enero de 2019;64.088
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 65 a 69 años;Total;1 de enero de 2018;63.437
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 65 a 69 años;Total;1 de enero de 2017;62.144
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 65 a 69 años;Total;1 de enero de 2016;61.295
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 65 a 69 años;Total;1 de enero de 2015;62.198
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 70 a 74 años  ;Total;1 de enero de 2022;59.387
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 70 a 74 años  ;Total;1 de enero de 2021;58.127
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 70 a 74 años  ;Total;1 de enero de 2020;58.374
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 70 a 74 años  ;Total;1 de enero de 2019;57.027
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 70 a 74 años  ;Total;1 de enero de 2018;54.377
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 70 a 74 años  ;Total;1 de enero de 2017;52.004
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 70 a 74 años  ;Total;1 de enero de 2016;49.977
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 70 a 74 años  ;Total;1 de enero de 2015;50.197
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 75 a 79 años  ;Total;1 de enero de 2022;46.825
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 75 a 79 años  ;Total;1 de enero de 2021;44.776
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 75 a 79 años  ;Total;1 de enero de 2020;44.525
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 75 a 79 años  ;Total;1 de enero de 2019;41.454
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 75 a 79 años  ;Total;1 de enero de 2018;41.210
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 75 a 79 años  ;Total;1 de enero de 2017;41.896
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 75 a 79 años  ;Total;1 de enero de 2016;43.008
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 75 a 79 años  ;Total;1 de enero de 2015;41.651
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 80 a 84 años  ;Total;1 de enero de 2022;34.150
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 80 a 84 años  ;Total;1 de enero de 2021;35.127
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 80 a 84 años  ;Total;1 de enero de 2020;33.691
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 80 a 84 años  ;Total;1 de enero de 2019;35.876
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 80 a 84 años  ;Total;1 de enero de 2018;35.906
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 80 a 84 años  ;Total;1 de enero de 2017;36.045
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 80 a 84 años  ;Total;1 de enero de 2016;35.595
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 80 a 84 años  ;Total;1 de enero de 2015;35.871
