Provincias;Tipo de núcleo familiar;Número de hijos;Total
Málaga;Padre sólo con hijos convivientes;1 hijo conviviendo;7.438
Málaga;Padre sólo con hijos convivientes;2 o más hijos conviviendo;6.574
Málaga;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;5.459
Málaga;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;4.650
Málaga;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;3.902
Málaga;Padre sólo con hijos convivientes;Total;14.012
Málaga;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Málaga;Madre sóla con hijos convivientes;1 hijo conviviendo;49.763
Málaga;Madre sóla con hijos convivientes;2 o más hijos conviviendo;27.042
Málaga;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;35.086
Málaga;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;23.715
Málaga;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;18.004
Málaga;Madre sóla con hijos convivientes;Total;76.805
Murcia;Total;0 hijos conviviendo;123.102
Murcia;Total;1 hijo conviviendo;144.265
Murcia;Total;2 o más hijos conviviendo;165.299
Murcia;Total;0 hijos conviviendo menores de 25 años;196.875
Murcia;Total;1 hijo conviviendo menor de 25 años;106.274
Murcia;Total;2 hijos o más conviviendo menores de 25 años;129.516
Murcia;Total;Total;432.665
Murcia;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;98.255
Murcia;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;79.954
Murcia;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;130.784
Murcia;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;141.735
Murcia;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;62.229
Murcia;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;105.028
Murcia;Pareja casada, con o sin hijos convivientes;Total;308.993
Murcia;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;24.848
Murcia;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;16.404
Murcia;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;10.623
Murcia;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;25.755
Murcia;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;15.757
Murcia;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;10.363
Murcia;Pareja no casada, con o sin hijos convivientes;Total;51.874
Murcia;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Murcia;Padre sólo con hijos convivientes;1 hijo conviviendo;8.636
Murcia;Padre sólo con hijos convivientes;2 o más hijos conviviendo;4.287
Murcia;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;4.168
Murcia;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;5.830
Murcia;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;2.925
Murcia;Padre sólo con hijos convivientes;Total;12.922
Murcia;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Murcia;Madre sóla con hijos convivientes;1 hijo conviviendo;39.271
Murcia;Madre sóla con hijos convivientes;2 o más hijos conviviendo;19.605
Murcia;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;25.217
Murcia;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;22.458
Murcia;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;11.200
Murcia;Madre sóla con hijos convivientes;Total;58.876
Navarra;Total;0 hijos conviviendo;59.193
Navarra;Total;1 hijo conviviendo;61.577
Navarra;Total;2 o más hijos conviviendo;64.513
Navarra;Total;0 hijos conviviendo menores de 25 años;90.390
Navarra;Total;1 hijo conviviendo menor de 25 años;41.456
Navarra;Total;2 hijos o más conviviendo menores de 25 años;53.437
Navarra;Total;Total;185.283
Navarra;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;46.623
Navarra;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;35.010
Navarra;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;50.511
Navarra;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;63.548
Navarra;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;25.340
Navarra;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;43.256
Navarra;Pareja casada, con o sin hijos convivientes;Total;132.145
Navarra;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;12.570
Navarra;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;4.992
Navarra;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;4.211
Navarra;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;12.849
Navarra;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;4.799
Navarra;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;4.124
Navarra;Pareja no casada, con o sin hijos convivientes;Total;21.772
Navarra;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Navarra;Padre sólo con hijos convivientes;1 hijo conviviendo;4.813
Navarra;Padre sólo con hijos convivientes;2 o más hijos conviviendo;2.440
Navarra;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;2.755
Navarra;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;2.965
Navarra;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;1.533
Navarra;Padre sólo con hijos convivientes;Total;7.253
Navarra;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Navarra;Madre sóla con hijos convivientes;1 hijo conviviendo;16.762
Navarra;Madre sóla con hijos convivientes;2 o más hijos conviviendo;7.352
Navarra;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;11.238
Navarra;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;8.352
Navarra;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;4.523
Navarra;Madre sóla con hijos convivientes;Total;24.113
Ourense;Total;0 hijos conviviendo;36.807
Ourense;Total;1 hijo conviviendo;37.473
Ourense;Total;2 o más hijos conviviendo;18.072
Ourense;Total;0 hijos conviviendo menores de 25 años;59.136
Ourense;Total;1 hijo conviviendo menor de 25 años;20.054
Ourense;Total;2 hijos o más conviviendo menores de 25 años;13.162
Ourense;Total;Total;92.352
Ourense;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;31.353
Ourense;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;20.076
Ourense;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;12.864
Ourense;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;43.565
Ourense;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;10.457
Ourense;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;10.271
Ourense;Pareja casada, con o sin hijos convivientes;Total;64.292
Ourense;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;5.454
Ourense;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;3.242
Ourense;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;1.633
Ourense;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;5.618
Ourense;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;3.078
Ourense;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;1.633
Ourense;Pareja no casada, con o sin hijos convivientes;Total;10.329
Ourense;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Ourense;Padre sólo con hijos convivientes;1 hijo conviviendo;2.198
Ourense;Padre sólo con hijos convivientes;2 o más hijos conviviendo;708
Ourense;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;1.357
Ourense;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;1.165
Ourense;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;384
Ourense;Padre sólo con hijos convivientes;Total;2.906
Ourense;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Ourense;Madre sóla con hijos convivientes;1 hijo conviviendo;11.957
Ourense;Madre sóla con hijos convivientes;2 o más hijos conviviendo;2.867
Ourense;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;8.596
Ourense;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;5.353
Ourense;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;875
Ourense;Madre sóla con hijos convivientes;Total;14.824
Palencia;Total;0 hijos conviviendo;15.914
Palencia;Total;1 hijo conviviendo;15.802
Palencia;Total;2 o más hijos conviviendo;12.593
Palencia;Total;0 hijos conviviendo menores de 25 años;25.937
Palencia;Total;1 hijo conviviendo menor de 25 años;9.035
Palencia;Total;2 hijos o más conviviendo menores de 25 años;9.337
Palencia;Total;Total;44.309
Palencia;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;13.497
Palencia;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;9.084
Palencia;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;9.540
Palencia;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;19.285
Palencia;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;5.725
Palencia;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;7.111
Palencia;Pareja casada, con o sin hijos convivientes;Total;32.121
Palencia;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;2.417
Palencia;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;1.463
Palencia;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;959
Palencia;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;2.522
Palencia;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;1.411
Palencia;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;906
Palencia;Pareja no casada, con o sin hijos convivientes;Total;4.839
Palencia;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Palencia;Padre sólo con hijos convivientes;1 hijo conviviendo;1.034
Palencia;Padre sólo con hijos convivientes;2 o más hijos conviviendo;265
Palencia;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;829
Palencia;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;299
Palencia;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;170
Palencia;Padre sólo con hijos convivientes;Total;1.298
Palencia;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Palencia;Madre sóla con hijos convivientes;1 hijo conviviendo;4.222
Palencia;Madre sóla con hijos convivientes;2 o más hijos conviviendo;1.828
Palencia;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;3.301
Palencia;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;1.600
Palencia;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;1.150
Palencia;Madre sóla con hijos convivientes;Total;6.051
Palmas, Las;Total;0 hijos conviviendo;92.334
Palmas, Las;Total;1 hijo conviviendo;144.419
Palmas, Las;Total;2 o más hijos conviviendo;104.052
Palmas, Las;Total;0 hijos conviviendo menores de 25 años;171.703
Palmas, Las;Total;1 hijo conviviendo menor de 25 años;97.356
Palmas, Las;Total;2 hijos o más conviviendo menores de 25 años;71.745
Palmas, Las;Total;Total;340.804
Palmas, Las;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;64.837
Palmas, Las;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;62.336
Palmas, Las;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;66.665
Palmas, Las;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;101.075
Palmas, Las;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;46.201
Palmas, Las;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;46.562
Palmas, Las;Pareja casada, con o sin hijos convivientes;Total;193.838
Palmas, Las;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;27.497
Palmas, Las;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;19.553
Palmas, Las;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;12.595
Palmas, Las;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;29.554
Palmas, Las;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;18.741
Palmas, Las;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;11.351
Palmas, Las;Pareja no casada, con o sin hijos convivientes;Total;59.645
Palmas, Las;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Palmas, Las;Padre sólo con hijos convivientes;1 hijo conviviendo;12.868
Palmas, Las;Padre sólo con hijos convivientes;2 o más hijos conviviendo;5.010
Palmas, Las;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;9.935
Palmas, Las;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;5.268
Palmas, Las;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;2.675
Palmas, Las;Padre sólo con hijos convivientes;Total;17.878
Palmas, Las;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Palmas, Las;Madre sóla con hijos convivientes;1 hijo conviviendo;49.662
Palmas, Las;Madre sóla con hijos convivientes;2 o más hijos conviviendo;19.782
Palmas, Las;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;31.139
Palmas, Las;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;27.147
Palmas, Las;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;11.157
Palmas, Las;Madre sóla con hijos convivientes;Total;69.444
Pontevedra;Total;0 hijos conviviendo;93.490
Pontevedra;Total;1 hijo conviviendo;116.780
Pontevedra;Total;2 o más hijos conviviendo;76.023
Pontevedra;Total;0 hijos conviviendo menores de 25 años;156.241
Pontevedra;Total;1 hijo conviviendo menor de 25 años;73.594
Pontevedra;Total;2 hijos o más conviviendo menores de 25 años;56.459
Pontevedra;Total;Total;286.293
Pontevedra;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;79.794
Pontevedra;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;62.948
Pontevedra;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;56.542
Pontevedra;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;114.993
Pontevedra;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;41.904
Pontevedra;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;42.388
Pontevedra;Pareja casada, con o sin hijos convivientes;Total;199.284
Pontevedra;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;13.696
Pontevedra;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;13.027
Pontevedra;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;6.630
Pontevedra;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;13.912
Pontevedra;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;13.686
Pontevedra;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;5.756
Pontevedra;Pareja no casada, con o sin hijos convivientes;Total;33.354
Pontevedra;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Pontevedra;Padre sólo con hijos convivientes;1 hijo conviviendo;5.908
Pontevedra;Padre sólo con hijos convivientes;2 o más hijos conviviendo;1.277
Pontevedra;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;4.585
Pontevedra;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;1.869
Pontevedra;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;732
Pontevedra;Padre sólo con hijos convivientes;Total;7.185
Pontevedra;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Pontevedra;Madre sóla con hijos convivientes;1 hijo conviviendo;34.896
Pontevedra;Madre sóla con hijos convivientes;2 o más hijos conviviendo;11.574
Pontevedra;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;22.751
Pontevedra;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;16.136
Pontevedra;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;7.583
Pontevedra;Madre sóla con hijos convivientes;Total;46.470
Rioja, La;Total;0 hijos conviviendo;31.652
Rioja, La;Total;1 hijo conviviendo;31.661
Rioja, La;Total;2 o más hijos conviviendo;28.251
Rioja, La;Total;0 hijos conviviendo menores de 25 años;47.032
Rioja, La;Total;1 hijo conviviendo menor de 25 años;21.157
Rioja, La;Total;2 hijos o más conviviendo menores de 25 años;23.375
Rioja, La;Total;Total;91.564
Rioja, La;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;26.352
Rioja, La;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;18.594
Rioja, La;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;21.440
Rioja, La;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;35.363
Rioja, La;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;12.988
Rioja, La;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;18.035
Rioja, La;Pareja casada, con o sin hijos convivientes;Total;66.386
Rioja, La;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;5.300
Rioja, La;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;2.559
Rioja, La;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;1.736
Rioja, La;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;5.377
Rioja, La;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;2.559
Rioja, La;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;1.659
Rioja, La;Pareja no casada, con o sin hijos convivientes;Total;9.595
Rioja, La;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Rioja, La;Padre sólo con hijos convivientes;1 hijo conviviendo;2.228
Rioja, La;Padre sólo con hijos convivientes;2 o más hijos conviviendo;697
Rioja, La;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;1.191
Rioja, La;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;1.253
Rioja, La;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;482
Rioja, La;Padre sólo con hijos convivientes;Total;2.925
Rioja, La;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Rioja, La;Madre sóla con hijos convivientes;1 hijo conviviendo;8.280
Rioja, La;Madre sóla con hijos convivientes;2 o más hijos conviviendo;4.379
Rioja, La;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;5.102
Rioja, La;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;4.357
Rioja, La;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;3.200
Rioja, La;Madre sóla con hijos convivientes;Total;12.658
Salamanca;Total;0 hijos conviviendo;34.373
Salamanca;Total;1 hijo conviviendo;34.984
Salamanca;Total;2 o más hijos conviviendo;25.351
Salamanca;Total;0 hijos conviviendo menores de 25 años;54.378
Salamanca;Total;1 hijo conviviendo menor de 25 años;20.803
Salamanca;Total;2 hijos o más conviviendo menores de 25 años;19.527
Salamanca;Total;Total;94.709
Salamanca;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;30.307
Salamanca;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;19.490
Salamanca;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;18.328
Salamanca;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;40.672
Salamanca;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;12.888
Salamanca;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;14.565
Salamanca;Pareja casada, con o sin hijos convivientes;Total;68.125
Salamanca;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;4.066
Salamanca;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;2.912
Salamanca;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;1.840
Salamanca;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;4.066
Salamanca;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;2.994
Salamanca;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;1.759
Salamanca;Pareja no casada, con o sin hijos convivientes;Total;8.818
Salamanca;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Salamanca;Padre sólo con hijos convivientes;1 hijo conviviendo;2.682
Salamanca;Padre sólo con hijos convivientes;2 o más hijos conviviendo;766
Salamanca;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;2.061
Salamanca;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;1.022
Salamanca;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;365
Salamanca;Padre sólo con hijos convivientes;Total;3.448
Salamanca;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Salamanca;Madre sóla con hijos convivientes;1 hijo conviviendo;9.900
Salamanca;Madre sóla con hijos convivientes;2 o más hijos conviviendo;4.417
Salamanca;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;7.579
Salamanca;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;3.899
Salamanca;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;2.839
Salamanca;Madre sóla con hijos convivientes;Total;14.317
Santa Cruz de Tenerife;Total;0 hijos conviviendo;100.516
Santa Cruz de Tenerife;Total;1 hijo conviviendo;138.009
Santa Cruz de Tenerife;Total;2 o más hijos conviviendo;92.424
Santa Cruz de Tenerife;Total;0 hijos conviviendo menores de 25 años;173.642
Santa Cruz de Tenerife;Total;1 hijo conviviendo menor de 25 años;94.999
Santa Cruz de Tenerife;Total;2 hijos o más conviviendo menores de 25 años;62.308
Santa Cruz de Tenerife;Total;Total;330.949
Santa Cruz de Tenerife;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;73.928
Santa Cruz de Tenerife;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;65.542
Santa Cruz de Tenerife;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;59.891
Santa Cruz de Tenerife;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;110.721
Santa Cruz de Tenerife;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;47.870
Santa Cruz de Tenerife;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;40.771
Santa Cruz de Tenerife;Pareja casada, con o sin hijos convivientes;Total;199.361
Santa Cruz de Tenerife;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;26.589
Santa Cruz de Tenerife;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;18.940
Santa Cruz de Tenerife;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;11.252
Santa Cruz de Tenerife;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;28.523
Santa Cruz de Tenerife;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;17.448
Santa Cruz de Tenerife;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;10.809
Santa Cruz de Tenerife;Pareja no casada, con o sin hijos convivientes;Total;56.780
Santa Cruz de Tenerife;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Santa Cruz de Tenerife;Padre sólo con hijos convivientes;1 hijo conviviendo;9.377
Santa Cruz de Tenerife;Padre sólo con hijos convivientes;2 o más hijos conviviendo;3.631
Santa Cruz de Tenerife;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;5.934
Santa Cruz de Tenerife;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;5.348
Santa Cruz de Tenerife;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;1.726
Santa Cruz de Tenerife;Padre sólo con hijos convivientes;Total;13.009
Santa Cruz de Tenerife;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Santa Cruz de Tenerife;Madre sóla con hijos convivientes;1 hijo conviviendo;44.149
Santa Cruz de Tenerife;Madre sóla con hijos convivientes;2 o más hijos conviviendo;17.650
Santa Cruz de Tenerife;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;28.464
Santa Cruz de Tenerife;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;24.333
Santa Cruz de Tenerife;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;9.002
Santa Cruz de Tenerife;Madre sóla con hijos convivientes;Total;61.799
Segovia;Total;0 hijos conviviendo;14.224
Segovia;Total;1 hijo conviviendo;15.127
Segovia;Total;2 o más hijos conviviendo;14.628
Segovia;Total;0 hijos conviviendo menores de 25 años;23.534
Segovia;Total;1 hijo conviviendo menor de 25 años;9.683
Segovia;Total;2 hijos o más conviviendo menores de 25 años;10.762
Segovia;Total;Total;43.979
Segovia;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;11.876
Segovia;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;8.383
Segovia;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;11.268
Segovia;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;16.867
Segovia;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;6.478
Segovia;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;8.181
Segovia;Pareja casada, con o sin hijos convivientes;Total;31.527
Segovia;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;2.348
Segovia;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;1.506
Segovia;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;1.142
Segovia;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;2.410
Segovia;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;1.444
Segovia;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;1.142
Segovia;Pareja no casada, con o sin hijos convivientes;Total;4.996
Segovia;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Segovia;Padre sólo con hijos convivientes;1 hijo conviviendo;1.036
Segovia;Padre sólo con hijos convivientes;2 o más hijos conviviendo;288
Segovia;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;994
Segovia;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;116
Segovia;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;214
Segovia;Padre sólo con hijos convivientes;Total;1.324
Segovia;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Segovia;Madre sóla con hijos convivientes;1 hijo conviviendo;4.202
Segovia;Madre sóla con hijos convivientes;2 o más hijos conviviendo;1.930
Segovia;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;3.262
Segovia;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;1.645
Segovia;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;1.225
Segovia;Madre sóla con hijos convivientes;Total;6.132
Sevilla;Total;0 hijos conviviendo;162.157
Sevilla;Total;1 hijo conviviendo;197.280
Sevilla;Total;2 o más hijos conviviendo;211.860
